150	[512, 256]	0.8575555555555555	0.5584332942962646
120	[512, 256]	0.8630555555555556	0.5340835452079773
90	[512, 256]	0.8937037037037037	0.4112499952316284
60	[512, 256]	0.9044444444444445	0.35893183946609497
30	[512, 256]	0.9244444444444444	0.28098204731941223
150	[256, 128]	0.8444444444444444	0.6218010187149048
120	[256, 128]	0.8530555555555556	0.5495626926422119
90	[256, 128]	0.8848148148148148	0.42225387692451477
60	[256, 128]	0.8855555555555555	0.4071125090122223
30	[256, 128]	0.9211111111111111	0.27454420924186707
150	[128, 64]	0.8191111111111111	0.7085798382759094
120	[128, 64]	0.8319444444444445	0.6222518086433411
90	[128, 64]	0.867037037037037	0.49236011505126953
60	[128, 64]	0.8738888888888889	0.4461086392402649
30	[128, 64]	0.9233333333333333	0.25538983941078186
150	[64, 32]	0.7675555555555555	0.9215898513793945
120	[64, 32]	0.7786111111111111	0.8468047976493835
90	[64, 32]	0.8318518518518518	0.6385703086853027
60	[64, 32]	0.8538888888888889	0.5512237548828125
30	[64, 32]	0.91	0.2920156419277191
150	[32, 16]	0.6435555555555555	1.4112285375595093
120	[32, 16]	0.6425	1.4211674928665161
90	[32, 16]	0.7459259259259259	0.9648140072822571
60	[32, 16]	0.7222222222222222	1.03915274143219
30	[32, 16]	0.8922222222222222	0.4233616888523102
