150	100	0.852	0.5842728614807129
120	100	0.8683333333333333	0.5198473334312439
90	100	0.8888888888888888	0.4274078607559204
60	100	0.9011111111111111	0.3596753478050232
30	100	0.9288888888888889	0.29578107595443726
150	80	0.8458333333333333	0.6331936120986938
120	80	0.8552083333333333	0.5764899253845215
90	80	0.8800925925925925	0.46261048316955566
60	80	0.8847222222222222	0.4657647907733917
30	80	0.9208333333333333	0.3619377017021179
150	60	0.8307407407407408	0.7033601999282837
120	60	0.8277777777777777	0.6885898113250732
90	60	0.8574074074074074	0.5766986012458801
60	60	0.8722222222222222	0.5033842325210571
30	60	0.9148148148148149	0.4179607033729553
150	40	0.7633333333333333	0.9281110763549805
120	40	0.7868055555555555	0.8777100443840027
90	40	0.8231481481481482	0.7705864906311035
60	40	0.8305555555555556	0.6858202815055847
30	40	0.8805555555555555	0.5652725696563721
150	20	0.6977777777777778	1.399742841720581
120	20	0.7166666666666667	1.3241182565689087
90	20	0.7537037037037037	1.1883580684661865
60	20	0.7777777777777778	1.165584683418274
30	20	0.8277777777777777	1.0561213493347168
