150	[512, 256]	0.8575555555555555	0.5584332942962646
120	[512, 256]	0.8630555555555556	0.5340835452079773
90	[512, 256]	0.8937037037037037	0.4112499952316284
60	[512, 256]	0.9044444444444445	0.35893183946609497
30	[512, 256]	0.9244444444444444	0.28098204731941223
150	80	0.8342222222222222	0.6386728882789612
120	80	0.8497222222222223	0.5665854811668396
90	80	0.8744444444444445	0.4711025357246399
60	80	0.8872222222222222	0.40745314955711365
30	80	0.92	0.2724475860595703
150	60	0.8197777777777778	0.7030721306800842
120	60	0.8347222222222223	0.6414532661437988
90	60	0.8511111111111112	0.585139274597168
60	60	0.8777777777777778	0.4457249045372009
30	60	0.9044444444444445	0.34453606605529785
150	40	0.7608888888888888	0.9060333967208862
120	40	0.8005555555555556	0.7484515309333801
90	40	0.8366666666666667	0.6101289987564087
60	40	0.8605555555555555	0.523730993270874
30	40	0.89	0.4020363986492157
150	20	0.7113333333333334	1.1456393003463745
120	20	0.7319444444444444	1.0444226264953613
90	20	0.7937037037037037	0.8217824697494507
60	20	0.8033333333333333	0.7456706166267395
30	20	0.8722222222222222	0.5103574991226196
